rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-2-stb_291_2.apx,complete,10,560.797,559.33,529.3,30.03,203.5,complete,560.797,560.797
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-2-stb_330_291.apx,complete,10,535.096,533.7,508.69,25.01,190.3,complete,535.096,535.096
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-2-stb_410_118.apx,complete,10,729.777,727.15,696.25,30.9,243.2,complete,729.777,729.777
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-2-stb_625_161.apx,complete,10,547.626,546.32,518.1,28.22,184.5,complete,547.626,547.626
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-2-WS_200_20_90_50.apx,complete,10,224.507,223.3,211.75,11.55,108,complete,224.507,224.507
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,B-3-afinput_exp_acyclic_depvary_step7_batch_yyy08.apx,outof time,143,1207.365,1200.46,1182.34,18.12,3689.4,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_327_100.apx,complete,10,548.629,547.37,519.89,27.48,190.7,complete,548.629,548.629
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,B-3-stb_339_393.apx,outof time,143,1200.474,1200.22,1199.27,0.95,326.7,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,B-3-stb_380_405.apx,complete,10,193.938,192.72,192.08,0.64,276.1,complete,193.938,193.938
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_390_450.apx,complete,10,456.047,454.63,434.2,20.43,169.8,complete,456.047,456.047
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_428_430.apx,complete,10,743.517,741.99,706.95,35.04,242.2,complete,743.517,743.517
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_430_209.apx,complete,10,455.127,453.81,434.8,19.01,164.1,complete,455.127,455.127
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,B-3-stb_457_193.apx,outof time,143,1200.665,1200.24,1199.16,1.08,286.7,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_522_11.apx,complete,10,574.469,573.02,542.31,30.71,191.9,complete,574.469,574.469
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_590_330.apx,complete,10,736.226,734.74,699.66,35.08,236,complete,736.226,736.226
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_696_368.apx,complete,10,685.052,683.63,648.6,35.03,225.3,complete,685.052,685.052
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_696_412.apx,complete,10,741.788,740.22,704.43,35.79,244.1,complete,741.788,741.788
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,B-3-stb_763_492.apx,outof time,143,1201.241,1200.91,1199.68,1.23,353.1,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-stb_767_429.apx,complete,10,785.173,783.49,747.33,36.16,256.4,complete,785.173,785.173
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-WS_300_16_70_30.apx,complete,10,328.458,327.13,312.8,14.33,137.3,complete,328.458,328.458
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-3-WS_300_16_90_30.apx,complete,10,334.436,333.17,318.71,14.46,137,complete,334.436,334.436
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,B-4-stb_547_485.apx,complete,10,690.06,688.6,653.63,34.97,237.7,complete,690.06,690.06
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-admbuster_10000.apx,outof time,143,1201.339,1200.82,1197.87,2.95,1119.6,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-admbuster_1000.apx,complete,10,299.402,298.14,283.04,15.1,138.9,complete,299.402,299.402
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-admbuster_6000.apx,outof time,143,1201.319,1200.88,1199.01,1.87,781,outof time,8000,1600
quabs.bash,wf.pyqasp.quabs.bash,ADFcoherence,C-1-admbuster_8000.apx,outof time,143,1200.925,1200.44,1198.1,2.34,935.9,outof time,8000,1600
rareqs.bash,wf.pyqasp.rareqs.bash,ADFcoherence,C-1-afinput_exp_acyclic_indvary1_step1_batch_yyy08.apx,complete,10,21.358,20.68,20.56,0.12,50.6,complete,21.358,21.358
