backend,solver,benchmark,instance,status,result,real,time,user,system,memory,status800,par10,par2
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-003.qdimacs.ch.aspq,complete,0,34.661,31.23,24.2,7.03,262.9,complete,34.661,34.661
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,biu.mv.xl_ao.bb-b003-p020-MIF02-c01.blif-biu.inv.prop.bb-bmc.conf05.01X-QBF.BB1-Zi.BB2-01X.BB3-Zi.with-IOC.unfold-009.qdimacs.ch.aspq,outof time,143,1208.19,1200.58,1171.35,29.23,1249.5,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-001.qdimacs.ch.aspq,complete,0,4.148,3.57,2.52,1.05,80,complete,4.148,4.148
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf02.01X-QBF.BB1-01X.BB2-Zi.BB3-01X.with-IOC.unfold-003.qdimacs.ch.aspq,complete,0,14.134,12.03,8.78,3.25,172.3,complete,14.134,14.134
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,biu.mv.xl_ao.bb-b003-p020-MIF04-c05.blif-biu.inv.prop.bb-bmc.conf06.01X-QBF.BB1-01X.BB2-Zi.BB3-Zi.with-IOC.unfold-008.qdimacs.ch.aspq,complete,0,959.042,950.66,919.08,31.58,1085,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,bs32y.unsat.qdimacs.ch.aspq,complete,0,3.372,2.65,2.34,0.31,143.3,complete,3.372,3.372
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c1_BMC_p1_k128.qdimacs.ch.aspq,outof time,143,1200.995,1200.38,1198.46,1.92,1475.2,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c1_BMC_p1_k2.qdimacs.ch.aspq,complete,0,275.291,272.28,267.46,4.82,840.5,complete,275.291,275.291
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c1_BMC_p1_k32.qdimacs.ch.aspq,outof time,143,1201.246,1200.1,1197.73,2.37,1889.2,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c1_BMC_p2_k128.qdimacs.ch.aspq,outof time,143,1201.713,1200.58,1198.46,2.12,1477.7,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c5_BMC_p1_k16.qdimacs.ch.aspq,outof time,143,1201.914,1200.06,1191.78,8.28,1039.4,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c5_BMC_p1_k2.qdimacs.ch.aspq,complete,0,161.281,159.37,155.72,3.65,675,complete,161.281,161.281
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,c5_BMC_p2_k4.qdimacs.ch.aspq,complete,0,247.414,244.97,240.52,4.45,792.7,complete,247.414,247.414
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_2_3x6_r_.qdimacs.ch.aspq,complete,0,26.531,24.94,22.09,2.85,331.4,complete,26.531,26.531
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_2_6x6_d_.qdimacs.ch.aspq,complete,0,101.203,98.48,94.31,4.17,880.1,complete,101.203,101.203
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_3x8_w_.qdimacs.ch.aspq,complete,0,15.984,14.4,13.33,1.07,456.7,complete,15.984,15.984
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_4x6_w_.qdimacs.ch.aspq,complete,0,17.063,15.84,14.01,1.83,510.2,complete,17.063,17.063
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_4x7_r_.qdimacs.ch.aspq,complete,0,115.085,112.11,106.99,5.12,735.2,complete,115.085,115.085
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_4x8_w_.qdimacs.ch.aspq,complete,0,46.691,42.94,40.45,2.49,802.4,complete,46.691,46.691
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_8x7_w_.qdimacs.ch.aspq,complete,0,588.972,585.2,577.74,7.46,1443.6,complete,588.972,588.972
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_9x6_d_.qdimacs.ch.aspq,complete,0,605.415,601.99,593.87,8.12,1397.7,complete,605.415,605.415
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_3_9x8_r_.qdimacs.ch.aspq,outof time,143,1204.41,1201.04,1196.98,4.06,2166.7,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_4_8x8_d_.qdimacs.ch.aspq,complete,0,1034.116,1028.61,1017.76,10.85,1768,outof time,8000,1600
depqbf-blo.bash,qasp.depqbf-blo.bash,fullQBFSelection.ch.aspq,cf_4_9x6_d_.qdimacs.ch.aspq,complete,0,477.892,475.01,467.31,7.7,1350.2,complete,477.892,477.892
